genome_id	species_id	genome_path	_old_genome_id	ncbi_assembly_name	ncbi_assembly_biosample	comments
Faecalibacterium-prausnitzii-GCF_017850935-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_017850935-1/assembly.fa		ASM1785093v1	SAMN17614280	GTDB Accession GB_GCA_017850935.1;
Faecalibacterium-prausnitzii-GCF_018327745-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_018327745-1/assembly.fa		ASM1832774v1	SAMD00250056	GTDB Accession RS_GCF_018327745.1;
Faecalibacterium-prausnitzii-GCF_018381175-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_018381175-1/assembly.fa		ASM1838117v1	SAMN17801124	GTDB Accession GB_GCA_018381175.1;
Faecalibacterium-prausnitzii-GCF_018784645-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_018784645-1/assembly.fa		ASM1878464v1	SAMN12147406	GTDB Accession RS_GCF_018784645.1;
Faecalibacterium-prausnitzii-GCF_019061285-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_019061285-1/assembly.fa		ASM1906128v1	SAMN19732230	GTDB Accession RS_GCF_019061285.1;
Faecalibacterium-prausnitzii-GCF_019061315-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_019061315-1/assembly.fa		ASM1906131v1	SAMN19732231	GTDB Accession RS_GCF_019061315.1;
Faecalibacterium-prausnitzii-GCF_019969405-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_019969405-1/assembly.fa		ASM1996940v1	SAMN16824740	GTDB Accession RS_GCF_019969405.1;
Faecalibacterium-prausnitzii-GCF_019969415-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_019969415-1/assembly.fa		ASM1996941v1	SAMN16824739	GTDB Accession RS_GCF_019969415.1;
Faecalibacterium-prausnitzii-GCF_019969455-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_019969455-1/assembly.fa		ASM1996945v1	SAMN16824742	GTDB Accession RS_GCF_019969455.1;
Faecalibacterium-prausnitzii-GCF_021589125-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021589125-1/assembly.fa		ASM2158912v1	SAMN12628465	GTDB Accession RS_GCF_021589125.1;
Faecalibacterium-prausnitzii-GCF_021619025-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021619025-1/assembly.fa		ASM2161902v1	SAMN23482674	GTDB Accession GB_GCA_021619025.1;
Faecalibacterium-prausnitzii-GCF_021620245-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021620245-1/assembly.fa		ASM2162024v1	SAMN23482613	GTDB Accession GB_GCA_021620245.1;
Faecalibacterium-prausnitzii-GCF_021621235-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021621235-1/assembly.fa		ASM2162123v1	SAMN23482564	GTDB Accession GB_GCA_021621235.1;
Faecalibacterium-prausnitzii-GCF_021626805-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021626805-1/assembly.fa		ASM2162680v1	SAMN23483495	GTDB Accession GB_GCA_021626805.1;
Faecalibacterium-prausnitzii-GCF_021630865-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021630865-1/assembly.fa		ASM2163086v1	SAMN23483685	GTDB Accession GB_GCA_021630865.1;
Faecalibacterium-prausnitzii-GCF_021631065-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021631065-1/assembly.fa		ASM2163106v1	SAMN23483277	GTDB Accession GB_GCA_021631065.1;
Faecalibacterium-prausnitzii-GCF_021636725-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021636725-1/assembly.fa		ASM2163672v1	SAMN23482992	GTDB Accession GB_GCA_021636725.1;
Faecalibacterium-prausnitzii-GCF_021637085-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_021637085-1/assembly.fa		ASM2163708v1	SAMN23482972	GTDB Accession GB_GCA_021637085.1;
Faecalibacterium-prausnitzii-GCF_022136525-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_022136525-1/assembly.fa			SAMN24726016	GTDB Accession RS_GCF_022136525.1;
Faecalibacterium-prausnitzii-GCF_022137305-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_022137305-1/assembly.fa			SAMN24726017	GTDB Accession RS_GCF_022137305.1;
Faecalibacterium-prausnitzii-GCF_022750565-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_022750565-1/assembly.fa		ASM2275056v1	SAMN09842204	GTDB Accession RS_GCF_022750565.1;
Faecalibacterium-prausnitzii-GCF_022750585-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_022750585-1/assembly.fa		ASM2275058v1	SAMN09842269	GTDB Accession RS_GCF_022750585.1;
Faecalibacterium-prausnitzii-GCF_023347355-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_023347355-1/assembly.fa		ASM2334735v1	SAMN26934697	GTDB Accession RS_GCF_023347355.1;
Faecalibacterium-prausnitzii-GCF_023404385-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_023404385-1/assembly.fa		ASM2340438v1	SAMN17045636	GTDB Accession GB_GCA_023404385.1;
Faecalibacterium-prausnitzii-GCF_024460915-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_024460915-1/assembly.fa		ASM2446091v1	SAMN28944589	GTDB Accession RS_GCF_024460915.1;
Faecalibacterium-prausnitzii-GCF_024462975-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_024462975-1/assembly.fa		ASM2446297v1	SAMN28944507	GTDB Accession RS_GCF_024462975.1;
Faecalibacterium-prausnitzii-GCF_024463025-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_024463025-1/assembly.fa		ASM2446302v1	SAMN28944506	GTDB Accession RS_GCF_024463025.1;
Faecalibacterium-prausnitzii-GCF_025544375-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_025544375-1/assembly.fa		ASM2554437v1	SAMN18871196	GTDB Accession GB_GCA_025544375.1;
Faecalibacterium-prausnitzii-GCF_025757565-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_025757565-1/assembly.fa		ASM2575756v1	SAMN31100360	GTDB Accession GB_GCA_025757565.1;
Faecalibacterium-prausnitzii-GCF_027662045-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_027662045-1/assembly.fa		ASM2766204v1	SAMN31808551	GTDB Accession RS_GCF_027662045.1;
Faecalibacterium-prausnitzii-GCF_027668885-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_027668885-1/assembly.fa		ASM2766888v1	SAMN31809187	GTDB Accession RS_GCF_027668885.1;
Faecalibacterium-prausnitzii-GCF_027683585-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_027683585-1/assembly.fa		ASM2768358v1	SAMN31807928	GTDB Accession RS_GCF_027683585.1;
Faecalibacterium-prausnitzii-GCF_027683805-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_027683805-1/assembly.fa		ASM2768380v1	SAMN31807916	GTDB Accession RS_GCF_027683805.1;
Faecalibacterium-prausnitzii-GCF_029076745-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_029076745-1/assembly.fa		ASM2907674v1	SAMN33554251	GTDB Accession RS_GCF_029076745.1;
Faecalibacterium-prausnitzii-GCF_031293095-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_031293095-1/assembly.fa		ASM3129309v1	SAMN36435982	GTDB Accession GB_GCA_031293095.1;
Faecalibacterium-prausnitzii-GCF_902373685-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_902373685-1/assembly.fa		MGYG-HGUT-01300	SAMEA5850803	GTDB Accession RS_GCF_902373685.1;
Faecalibacterium-prausnitzii-GCF_905200815-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_905200815-1/assembly.fa		ERR3160555-mag-bin.5	SAMEA7847277	GTDB Accession GB_GCA_905200815.1;
Faecalibacterium-prausnitzii-GCF_934503215-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934503215-1/assembly.fa		ERR7738547_bin.144	SAMEA13482988	GTDB Accession GB_GCA_934503215.1;
Faecalibacterium-prausnitzii-GCF_934533045-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934533045-1/assembly.fa		ERR7745755_bin.162	SAMEA13477503	GTDB Accession GB_GCA_934533045.1;
Faecalibacterium-prausnitzii-GCF_934825545-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934825545-1/assembly.fa		MTG221_bin.57.fa	SAMEA13566123	GTDB Accession GB_GCA_934825545.1;
Faecalibacterium-prausnitzii-GCF_934826525-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934826525-1/assembly.fa		MTG222_bin.33.fa	SAMEA13566161	GTDB Accession GB_GCA_934826525.1;
Faecalibacterium-prausnitzii-GCF_934834745-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934834745-1/assembly.fa		MTG231_bin.15.fa	SAMEA13566606	GTDB Accession GB_GCA_934834745.1;
Faecalibacterium-prausnitzii-GCF_934835215-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934835215-1/assembly.fa		MTG224_bin.10.fa	SAMEA13566246	GTDB Accession GB_GCA_934835215.1;
Faecalibacterium-prausnitzii-GCF_934836355-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934836355-1/assembly.fa		MTG233_bin.24.fa	SAMEA13566715	GTDB Accession GB_GCA_934836355.1;
Faecalibacterium-prausnitzii-GCF_934837645-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934837645-1/assembly.fa		MTG229_bin.15.fa	SAMEA13566490	GTDB Accession GB_GCA_934837645.1;
Faecalibacterium-prausnitzii-GCF_934838155-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934838155-1/assembly.fa		MTG225_bin.2.fa	SAMEA13566289	GTDB Accession GB_GCA_934838155.1;
Faecalibacterium-prausnitzii-GCF_934838655-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934838655-1/assembly.fa		MTG220_bin.8.fa	SAMEA13566034	GTDB Accession GB_GCA_934838655.1;
Faecalibacterium-prausnitzii-GCF_934838755-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934838755-1/assembly.fa		MTG230_bin.28.fa	SAMEA13566571	GTDB Accession GB_GCA_934838755.1;
Faecalibacterium-prausnitzii-GCF_934841625-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934841625-1/assembly.fa		MTG228_bin.6.fa	SAMEA13566430	GTDB Accession GB_GCA_934841625.1;
Faecalibacterium-prausnitzii-GCF_934842325-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934842325-1/assembly.fa		MTG223_bin.14.fa	SAMEA13566197	GTDB Accession GB_GCA_934842325.1;
Faecalibacterium-prausnitzii-GCF_934846705-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934846705-1/assembly.fa		MTG232_bin.27.fa	SAMEA13566664	GTDB Accession GB_GCA_934846705.1;
Faecalibacterium-prausnitzii-GCF_934854415-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934854415-1/assembly.fa		MTG234_bin.5.fa	SAMEA13566747	GTDB Accession GB_GCA_934854415.1;
Faecalibacterium-prausnitzii-GCF_934856515-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934856515-1/assembly.fa		MTG237_bin.4.fa	SAMEA13566952	GTDB Accession GB_GCA_934856515.1;
Faecalibacterium-prausnitzii-GCF_934868745-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934868745-1/assembly.fa		MTG246_bin.36.fa	SAMEA13567461	GTDB Accession GB_GCA_934868745.1;
Faecalibacterium-prausnitzii-GCF_934871285-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934871285-1/assembly.fa		MTG247_bin.43.fa	SAMEA13567527	GTDB Accession GB_GCA_934871285.1;
Faecalibacterium-prausnitzii-GCF_934872205-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934872205-1/assembly.fa		MTG244_bin.19.fa	SAMEA13567338	GTDB Accession GB_GCA_934872205.1;
Faecalibacterium-prausnitzii-GCF_934873265-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934873265-1/assembly.fa		MTG239_bin.52.fa	SAMEA13567103	GTDB Accession GB_GCA_934873265.1;
Faecalibacterium-prausnitzii-GCF_934875395-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934875395-1/assembly.fa		MTG238_bin.38.fa	SAMEA13567031	GTDB Accession GB_GCA_934875395.1;
Faecalibacterium-prausnitzii-GCF_934880215-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934880215-1/assembly.fa		MTG242_bin.5.fa	SAMEA13567212	GTDB Accession GB_GCA_934880215.1;
Faecalibacterium-prausnitzii-GCF_934881705-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934881705-1/assembly.fa		MTG243_bin.67.fa	SAMEA13567315	GTDB Accession GB_GCA_934881705.1;
Faecalibacterium-prausnitzii-GCF_934882155-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_934882155-1/assembly.fa		MTG241_bin.11.fa	SAMEA13567161	GTDB Accession GB_GCA_934882155.1;
Faecalibacterium-prausnitzii-GCF_937924275-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_937924275-1/assembly.fa		ERR1600746_bin.40_CONCOCT_v1.1_MAG	SAMEA14083824	GTDB Accession GB_GCA_937924275.1;
Faecalibacterium-prausnitzii-GCF_947001485-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_947001485-1/assembly.fa		SRR19721636_bin.2_metawrap_v1.3_MAG	SAMEA111396837	GTDB Accession GB_GCA_947001485.1;
Faecalibacterium-prausnitzii-GCF_958346265-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958346265-1/assembly.fa		ERR8263815_bin.4_MetaWRAP_v1.3_MAG	SAMEA114060638	GTDB Accession GB_GCA_958346265.1;
Faecalibacterium-prausnitzii-GCF_958347915-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958347915-1/assembly.fa		ERR9353498_bin.42_MetaWRAP_v1.3_MAG	SAMEA114061051	GTDB Accession GB_GCA_958347915.1;
Faecalibacterium-prausnitzii-GCF_958371755-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958371755-1/assembly.fa		SRR17798039_bin.18_MetaWRAP_v1.3_MAG	SAMEA114066035	GTDB Accession GB_GCA_958371755.1;
Faecalibacterium-prausnitzii-GCF_958417345-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958417345-1/assembly.fa		ERR9762706_bin.42_MetaWRAP_v1.3_MAG	SAMEA114064488	GTDB Accession GB_GCA_958417345.1;
Faecalibacterium-prausnitzii-GCF_958418175-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958418175-1/assembly.fa		ERR9492517_bin.13_MetaWRAP_v1.3_MAG	SAMEA114063981	GTDB Accession GB_GCA_958418175.1;
Faecalibacterium-prausnitzii-GCF_958423435-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958423435-1/assembly.fa		ERR9578318_bin.32_MetaWRAP_v1.3_MAG	SAMEA114063665	GTDB Accession GB_GCA_958423435.1;
Faecalibacterium-prausnitzii-GCF_958434525-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958434525-1/assembly.fa		SRR22541669_bin.11_MetaWRAP_v1.3_MAG	SAMEA114065244	GTDB Accession GB_GCA_958434525.1;
Faecalibacterium-prausnitzii-GCF_958438015-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958438015-1/assembly.fa		ERR8263843_bin.30_MetaWRAP_v1.3_MAG	SAMEA114060754	GTDB Accession GB_GCA_958438015.1;
Faecalibacterium-prausnitzii-GCF_958438825-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958438825-1/assembly.fa		ERR9354044_bin.35_MetaWRAP_v1.3_MAG	SAMEA114061171	GTDB Accession GB_GCA_958438825.1;
Faecalibacterium-prausnitzii-GCF_958442095-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958442095-1/assembly.fa		ERR4316487_bin.10_MetaWRAP_v1.3_MAG	SAMEA114062210	GTDB Accession GB_GCA_958442095.1;
Faecalibacterium-prausnitzii-GCF_958445435-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958445435-1/assembly.fa		ERR9610944_bin.10_MetaWRAP_v1.3_MAG	SAMEA114061971	GTDB Accession GB_GCA_958445435.1;
Faecalibacterium-prausnitzii-GCF_958448145-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958448145-1/assembly.fa		ERR4918979_bin.23_MetaWRAP_v1.3_MAG	SAMEA114062676	GTDB Accession GB_GCA_958448145.1;
Faecalibacterium-prausnitzii-GCF_958450715-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958450715-1/assembly.fa		SRR17382091_bin.23_MetaWRAP_v1.3_MAG	SAMEA114066301	GTDB Accession GB_GCA_958450715.1;
Faecalibacterium-prausnitzii-GCF_958452785-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_958452785-1/assembly.fa		SRR18940299_bin.50_MetaWRAP_v1.3_MAG	SAMEA114064852	GTDB Accession GB_GCA_958452785.1;
Faecalibacterium-prausnitzii-GCF_959026415-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959026415-1/assembly.fa		SRR13494521_bin.26_MetaWRAP_v1.3_MAG	SAMEA114096704	GTDB Accession GB_GCA_959026415.1;
Faecalibacterium-prausnitzii-GCF_959027385-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959027385-1/assembly.fa		SRR20881980_bin.29_MetaWRAP_v1.3_MAG	SAMEA114095692	GTDB Accession GB_GCA_959027385.1;
Faecalibacterium-prausnitzii-GCF_959028155-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959028155-1/assembly.fa		ERR10149229_bin.17_MetaWRAP_v1.3_MAG	SAMEA114096107	GTDB Accession GB_GCA_959028155.1;
Faecalibacterium-prausnitzii-GCF_959028325-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959028325-1/assembly.fa		ERR10149238_bin.27_MetaWRAP_v1.3_MAG	SAMEA114096174	GTDB Accession GB_GCA_959028325.1;
Faecalibacterium-prausnitzii-GCF_959029245-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959029245-1/assembly.fa		DRR221358_bin.14_MetaWRAP_v1.3_MAG	SAMEA114096419	GTDB Accession GB_GCA_959029245.1;
Faecalibacterium-prausnitzii-GCF_959597525-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959597525-1/assembly.fa		SRR16279993_bin.21_MetaWRAP_v1.3_MAG	SAMEA114122207	GTDB Accession GB_GCA_959597525.1;
Faecalibacterium-prausnitzii-GCF_959598825-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959598825-1/assembly.fa		SRR16244386_bin.21_MetaWRAP_v1.3_MAG	SAMEA114095643	GTDB Accession GB_GCA_959598825.1;
Faecalibacterium-prausnitzii-GCF_959600295-1	101300	raw/genomes/gtdb/Faecalibacterium-prausnitzii-GCF_959600295-1/assembly.fa		SRR16280113_bin.8_MetaWRAP_v1.3_MAG	SAMEA114122824	GTDB Accession GB_GCA_959600295.1;
Escherichia-coli-GCF_000164195-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_000164195-1/assembly.fa		ASM16419v1	SAMN00189178	GTDB Accession RS_GCF_000164195.1;
Escherichia-coli-GCF_000408605-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_000408605-1/assembly.fa		Esch_coli_KTE103_V1	SAMN00854654	GTDB Accession RS_GCF_000408605.1;
Escherichia-coli-GCF_001463345-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_001463345-1/assembly.fa		ASM146334v1	SAMN04158316	GTDB Accession RS_GCF_001463345.1;
Escherichia-coli-GCF_002230395-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_002230395-1/assembly.fa		ASM223039v1	SAMN05464534	GTDB Accession RS_GCF_002230395.1;
Escherichia-coli-GCF_002233075-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_002233075-1/assembly.fa		ASM223307v1	SAMN04279400	GTDB Accession RS_GCF_002233075.1;
Escherichia-coli-GCF_002467405-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_002467405-1/assembly.fa		ASM246740v1	SAMN04992189	GTDB Accession RS_GCF_002467405.1;
Escherichia-coli-GCF_002473915-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_002473915-1/assembly.fa		ASM247391v1	SAMN04913983	GTDB Accession RS_GCF_002473915.1;
Escherichia-coli-GCF_002518785-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_002518785-1/assembly.fa		ASM251878v1	SAMN04992341	GTDB Accession RS_GCF_002518785.1;
Escherichia-coli-GCF_002542995-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_002542995-1/assembly.fa		ASM254299v1	SAMN05439458	GTDB Accession RS_GCF_002542995.1;
Escherichia-coli-GCF_003172225-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_003172225-1/assembly.fa		ASM317222v1	SAMN08932783	GTDB Accession RS_GCF_003172225.1;
Escherichia-coli-GCF_005396105-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_005396105-1/assembly.fa		ASM539610v1	SAMD00077652	GTDB Accession RS_GCF_005396105.1;
Escherichia-coli-GCF_008635725-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_008635725-1/assembly.fa		ASM863572v1	SAMD00166683	GTDB Accession RS_GCF_008635725.1;
Escherichia-coli-GCF_011601075-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_011601075-1/assembly.fa		ASM1160107v1	SAMN14364914	GTDB Accession RS_GCF_011601075.1;
Escherichia-coli-GCF_013370465-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_013370465-1/assembly.fa		ASM1337046v1	SAMN09381062	GTDB Accession RS_GCF_013370465.1;
Escherichia-coli-GCF_016019165-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_016019165-1/assembly.fa		ASM1601916v1	SAMN16883214	GTDB Accession RS_GCF_016019165.1;
Escherichia-coli-GCF_017593995-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_017593995-1/assembly.fa		ASM1759399v1	SAMN16551232	GTDB Accession RS_GCF_017593995.1;
Escherichia-coli-GCF_018791735-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_018791735-1/assembly.fa		ASM1879173v1	SAMN16976491	GTDB Accession RS_GCF_018791735.1;
Escherichia-coli-GCF_023838495-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_023838495-1/assembly.fa		ASM2383849v1	SAMN25275821	GTDB Accession RS_GCF_023838495.1;
Escherichia-coli-GCF_902502005-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_902502005-1/assembly.fa		IBESS722	SAMEA5615494	GTDB Accession RS_GCF_902502005.1;
Escherichia-coli-GCF_950288675-1	102506	raw/genomes/gtdb/Escherichia-coli-GCF_950288675-1/assembly.fa		FD01874745	SAMEA110466824	GTDB Accession RS_GCF_950288675.1;
Acidaminococcus-fermentans-DSM-20731_MAF-2	100901	raw/genomes/xjin/Acidaminococcus-fermentans-DSM-20731_MAF-2.fa	xjin_100901_a			
Acidaminococcus-intestini-D21_MAF-2	101440	raw/genomes/xjin/Acidaminococcus-intestini-D21_MAF-2.fa	xjin_101440_d21maf			
Adlercreutzia-equolifaciens-DSM-19450_NCBI	102480	raw/genomes/xjin/Adlercreutzia-equolifaciens-DSM-19450_NCBI.fa	xjin_102480_a			
Akkermansia-muciniphila-ATCC-BAA-835_MAF-2	102454	raw/genomes/xjin/Akkermansia-muciniphila-ATCC-BAA-835_MAF-2.fa	xjin_102454_a			
Alistipes-finegoldii-DSM-17242_NCBI	101830	raw/genomes/xjin/Alistipes-finegoldii-DSM-17242_NCBI.fa	xjin_101830_a			
Alistipes-ihumii-AP11_MAF-2	UNKNOWN	raw/genomes/xjin/Alistipes-ihumii-AP11_MAF-2.fa	Alistipes_ihumii_AP11_MAF_2			no xjin samples in metagenotype dataset after filtering; GT-Pro metagenotype has no samples and no positions after filtering (~25 positions with counts per sample); replace species_id 101429 with UNKNOWN for workflow reasons;
Alistipes-indistinctus-YIT-12060_MAF-2	101385	raw/genomes/xjin/Alistipes-indistinctus-YIT-12060_MAF-2.fa	xjin_101385_a			
Alistipes-onderdonkii-DSM-19147_MAF-2	100074	raw/genomes/xjin/Alistipes-onderdonkii-DSM-19147_MAF-2.fa	xjin_100074_a			
Alistipes-putredinis-DSM-17216_MAF-2	101302	raw/genomes/xjin/Alistipes-putredinis-DSM-17216_MAF-2.fa	xjin_101302_a			
Alistipes-senegalensis-JC50_MAF-2	101420	raw/genomes/xjin/Alistipes-senegalensis-JC50_MAF-2.fa	xjin_101420_a			
Alistipes-shahii-WAL-8301_MAF-2	100003	raw/genomes/xjin/Alistipes-shahii-WAL-8301_MAF-2.fa	xjin_100003_a			
Anaerobutyricum-hallii-DSM-3353_MAF-2	100262	raw/genomes/xjin/Anaerobutyricum-hallii-DSM-3353_MAF-2.fa	Anaerobutyricum_hallii_DSM_3353_MAF_2			no xjin samples in metagenotype dataset after filtering;
Anaerostipes-caccae-DSM-14662_MAF-2	100080	raw/genomes/xjin/Anaerostipes-caccae-DSM-14662_MAF-2.fa	xjin_100080_a			
Anaerotruncus-colihominis-DSM-17241_MAF-2	UNKNOWN	raw/genomes/xjin/Anaerotruncus-colihominis-DSM-17241_MAF-2.fa	Anaerotruncus_colihominis_DSM_17241_MAF_2			hits GT-Pro kmers in a large number of species; no clear GT-Pro match; top species (101057) has 18 positions, but this is a small plurality;
Bacteroides-caccae-ATCC-43185_MAF-2	102549	raw/genomes/xjin/Bacteroides-caccae-ATCC-43185_MAF-2.fa	xjin_102549_a			
Bacteroides-cellulosilyticus-DSM-14838_MAF-2	102455	raw/genomes/xjin/Bacteroides-cellulosilyticus-DSM-14838_MAF-2.fa	xjin_102455_a			
Bacteroides-coprocola-DSM-17136_MAF-2	101306	raw/genomes/xjin/Bacteroides-coprocola-DSM-17136_MAF-2.fa	xjin_101306_a			
Bacteroides-coprophilus-DSM-18228_MAF-2	UNKNOWN	raw/genomes/xjin/Bacteroides-coprophilus-DSM-18228_MAF-2.fa	Bacteroides_coprophilus_DSM_18228_MAF_2			was not a selected species based on gt-pro prevalence in xjin_hmp2 dataset; Matches species 100273, but this species was not part of the species_group; marked as UNKNOWN for workflow reasons; TODO: determine if this species should have been profiled;
Bacteroides-dorei-5-1-36-D4_MAF-2	102478	raw/genomes/xjin/Bacteroides-dorei-5-1-36-D4_MAF-2.fa	xjin_102478_a			
